Date,Description,Short Description,Accurate Sentiments
2024-08-30,"According to Odaily, Bitcoin Magazine recently reported on the X platform that more than 110 companies are currently involved in Bitcoin-related activities across Africa.",There are more than 110 companies involved in Bitcoin-related activities across Africa. Bitcoin Magazine reports on X platform that more than 100 companies are currently involved in such activities in Africa. The X platform is a platform on the X platform and is open to all users.,0.0
2024-08-30,"According to Odaily, data from Crypto Quant reveals that Bitcoin exchange reserves have reached their lowest point this year, dropping to approximately 2.69 million BTC.","Bitcoin exchange reserves have reached their lowest point this year at 2.69 million BTC, according to data from Crypto Quant. The reserves have dropped to approximately 2.9 million BTC this year from 2.7 million BTC in the last 12 months. The reserve level is the lowest this year.",-0.9978402853012085
2024-08-30,"According to CoinDesk: Bitcoin's price dipped below $59,000 on Friday, marking a weekly loss of over 3.5%, as demand for the cryptocurrency wanes and exchange-traded funds (ETFs) see continued net outflows. The decline comes amid signs of reduced institutional interest, with U.S.-listed BTC ETFs recording $71 million in net outflows on Thursday, marking the third consecutive day of withdrawals, according to data from SoSoValue.The largest withdrawals were seen in Fidelity’s FBTC, which lost $31 million, and Grayscale’s GBTC, which saw outflows of $22 million. Notably, BlackRock’s iShares Bitcoin Trust (IBIT), the world’s largest bitcoin fund by assets under management, recorded its second-ever outflow, totaling $13 million. This shift indicates a move away from bitcoin by professional funds.Despite the overall decline, there are signs of increased interest from U.S. retail investors. On-chain analytics firm CryptoQuant reported an uptick in bitcoin price premiums on Coinbase, reaching the highest level since July. Additionally, bitcoin inflows from international exchanges to Coinbase have increased, suggesting higher demand from U.S. investors—a condition historically associated with price gains. Traders are bracing for increased volatility in the coming weeks, particularly after Labor Day, as economic reports and political developments are expected to influence market movements. The past week has seen bitcoin trading largely sideways, despite positive signals such as potential rate cuts and endorsements from political figures like Donald Trump.""Crypto had an uneventful week as BTC and ETH hovered around +/- 1.5% compared to last week's levels. ETF inflows remain subdued,"" Augustine Fan, head of insights at SOFA, noted in a weekly client update. Fan anticipates that market activity will pick up following the release of the U.S. non-farm payroll report and other key economic indicators.QCP Capital, a Singapore-based trading firm, echoed this sentiment, predicting choppy price action in the short term. ""Risk reversals until October are still skewed towards puts in both BTC and ETH, indicating that the market remains cautious about the downside,"" QCP said in a Telegram broadcast.The Federal Reserve's anticipated pivot towards lower borrowing costs next month has historically bolstered bullish sentiment, as cheaper access to capital often drives growth in riskier assets. However, in the absence of immediate catalysts, prices are expected to remain within a tight range as September approaches.The current market environment reflects a cautious outlook, with traders positioning themselves for potential rate cuts by the Fed. As the cryptocurrency market enters a traditionally volatile period, all eyes will be on how these dynamics play out in the weeks ahead.","Bitcoin's price dropped below $59,000 on Friday, marking a weekly loss of over 3.5%. BlackRock's iShares Bitcoin Trust (IBIT), the world's largest bitcoin fund by assets under management, recorded its second-ever outflow of $13 million on Thursday. There are signs of increased interest from U.S. retail investors. The current market environment",-0.9984763264656067
2024-08-30,"According to Foresight News, CryptoQuant analyst Woominkyu has released a new analysis report highlighting a close correlation between Bitcoin's hash price and its market price. The current low hash price may suggest that Bitcoin's price is nearing its bottom. Woominkyu explains that the hash price reflects miners' profitability. He illustrates through historical data that when the hash price drops to lower levels, it often coincides with periods when Bitcoin's price is at or near its lowest point. This historical pattern indicates that the troughs in hash price frequently align with Bitcoin's price bottoms.","The current low hash price may suggest Bitcoin's price is nearing its bottom. The hash price reflects miners' profitability. The troughs in hash price frequently align with Bitcoin's prices bottoms. Woominkyu explains through historical data that when the hash price drops to lower levels, it often coincides with periods when Bitcoin is at or near its lowest point.",-0.9486197829246521
2024-08-30,"According to the Blockbeats: Today, Bitcoin options valued at a staggering $3.66 billion are set to expire, with a critical ""pain point"" at $61,000, according to data released by Adam, a researcher at Greeks.live. The options delivery data indicates that 62,000 BTC options are about to expire, with a Put Call Ratio of 0.59. The maximum pain point, which refers to the price level at which the highest number of options contracts expire worthless, stands at $61,000.In addition to Bitcoin, 530,000 ETH options are also nearing expiration, carrying a nominal value of $1.34 billion. The Put Call Ratio for ETH options is at 0.49, with a maximum pain point of $2,800.Today's expiration marks the monthly delivery for these options, and the data reveals notable market dynamics. Ethereum has shown relative weakness this month, with its maximum pain point over 10% different from the current delivery price. The medium- and long-term implied volatility (IV) has increased, while the medium- and short-term IV has decreased, suggesting limited room for further decline in overall IV.Historically, September tends to be a quieter month for cryptocurrency markets, often moving from weakness to strength as the month progresses. However, the fourth quarter is traditionally a stronger period for Bitcoin, and recent market activity shows that many large investors, or ""whales,"" are positioning themselves for potential gains in the October market.As the expiration of these substantial options contracts approaches, market participants will be closely watching to see how prices react, especially given the significant amounts at stake. The outcome could set the tone for the remainder of the year, with traders hoping for a robust market in the final months of 2024.","Today, Bitcoin options worth $3.66 billion are set to expire. The maximum price level at which the highest number of options contracts expire worthless is $61,000. 530,000 ETH options are also nearing expiration, carrying a nominal value of $1.34 billion. The Put Call Ratio for ETH options is at 0.49, with a maximum pain point of $",0.0
2024-08-30,"According to BlockBeats, on August 30, Greeks.live researcher Adam shared data on social media regarding today's options expiration. A total of 62,000 BTC options are set to expire, with a Put Call Ratio of 0.59 and a maximum pain point of $61,000, amounting to a nominal value of $3.66 billion. Additionally, 530,000 ETH options are due to expire, with a Put Call Ratio of 0.49 and a maximum pain point of $2,800, representing a nominal value of $1.34 billion. Today marks the monthly expiration, and the options data clearly indicates a weakness in ETH this month, with the maximum pain point and expiration price differing by more than 10%. Mid-to-long-term implied volatility (IV) has increased, while short-to-medium-term IV has decreased, suggesting limited overall decline in IV. Historical trading data shows that September is typically a transitional month from weakness to strength, with the fourth quarter generally being a robust period for BTC. Recently, several large investors have begun positioning for October, hoping for favorable market conditions in the final four months of the year.","Today marks the monthly expiration of 62,000 BTC options with a maximum pain point of $61,000, amounting to a nominal value of $3.66 billion. 530,000 ETH options are due to expire, with a Put Call Ratio of 0.49 and a maximum price of $2,800. The maximum price and expiration price differ by more than 10%.",0.0
2024-08-30,"According to Cointelegraph, BlackRock’s Bitcoin exchange-traded fund (ETF) has experienced its second-ever outflow day since its launch in January. The iShares Bitcoin Trust ETF (IBIT) recorded a $13.5 million net outflow on August 29, following a previous outflow of $36.9 million on May 1. This earlier outflow was part of a record joint outflow day for Bitcoin ETFs, totaling $563.7 million, according to Farside Investors data. On August 29, the 11 United States-based Bitcoin ETFs collectively saw net outflows amounting to $71.8 million. BlackRock’s fund ranked third in outflows for the day, behind the Fidelity Wise Origin Bitcoin Fund (FBTC) with $31.1 million and the Grayscale Bitcoin Trust (GBTC) with $22.7 million. The outflow for IBIT came shortly after it recorded a significant net inflow of $224.1 million on August 26, its largest since July 22, when it saw $526.7 million in inflows. Cathie Wood’s ARK 21Shares Bitcoin ETF was the only fund to see net inflows on August 29, with $5.3 million. The recent Bitcoin ETF outflows coincide with a broader decline in Bitcoin’s price, which has dropped approximately 3.43% over the past week to trade at $58,751, according to CoinMarketCap. Meanwhile, US-based spot Ether (ETH) ETFs also experienced minor joint outflows of $1.7 million on August 29, with many funds seeing zero flows. Seven out of the nine Ether ETFs recorded no flows on that day. The Grayscale Ethereum Mini Trust (ETH) was the only ETF to register a net inflow of $3.6 million, which was insufficient to offset the $5.3 million in net outflows from its higher-fee counterpart, the Grayscale Ethereum Trust (ETHE). Since its launch in July, the Grayscale Ethereum Trust has seen net outflows nearly every day, accumulating $2.56 billion in total outflows. The price of ETH has also been on a downward trend, falling 5.64% over the past week to $2,517.06, according to CoinMarketCap.","BlackRock's Bitcoin exchange-traded fund (ETF) has experienced its second-ever outflow day since its launch in January. The 11 US-based Bitcoin ETFs collectively saw net outflows amounting to $71.8 million on August 29. Bitcoin's price has dropped 3.43% over the past week to trade at $58,751.",-0.9985094666481018
2024-08-30,"According to BlockBeats, as of August 29, Australia's Monochrome spot Bitcoin ETF (IBTC) has reached a holding of 125 BTC. This information was confirmed by official sources on August 30. The Monochrome Bitcoin ETF, which is designed to provide investors with direct exposure to Bitcoin, has been steadily increasing its holdings. The ETF's growth reflects a broader trend of institutional interest in cryptocurrency investments. The accumulation of 125 BTC signifies a notable milestone for the fund, highlighting its role in the evolving digital asset market. The increase in holdings comes amid a period of heightened attention to Bitcoin and other cryptocurrencies. As more institutional investors seek to diversify their portfolios with digital assets, products like the Monochrome Bitcoin ETF are becoming increasingly popular. This trend is expected to continue as the market matures and regulatory frameworks become clearer. The Monochrome Bitcoin ETF's performance will be closely watched by market participants, as it serves as a barometer for institutional sentiment towards Bitcoin. The fund's ability to attract and retain significant BTC holdings will be a key indicator of its success and the broader acceptance of Bitcoin as a mainstream investment asset.",Australia's Monochrome spot Bitcoin ETF has reached a holding of 125 BTC. The increase in holdings comes amid a period of heightened attention to Bitcoin and other cryptocurrencies. The Bitcoin ETF's performance will be a key indicator of its success and the broader acceptance of Bitcoin as a mainstream investment asset.,0.9993003606796265
2024-08-30,"According to Odaily, Shehzan, the founder of Lava, has estimated that around 400 'second-layer' solutions are currently operating on the Bitcoin blockchain. During the Gwart Show on August 25, Shehzan highlighted that the actual value of these roll-ups and alternative blockchains is under scrutiny. There is a significant variance in the estimated number of these projects, with some suggesting there are only 80 to 85, while others believe the number exceeds 1,000. This discrepancy arises because anyone can 'rollup' data and broadcast a small hash to any miner, technically creating a 'Bitcoin second layer.' In reality, many of these are simple clones of Ethereum roll-ups, handling most activities on centralized servers outside the Bitcoin network and periodically broadcasting the state hash to Bitcoin blocks.","Shehzan estimates that around 400'second-layer' solutions are currently operating on the Bitcoin blockchain. Many of these are simple clones of Ethereum roll-ups, handling most activities on centralized servers outside the Bitcoin network and periodically broadcasting the state hash to Bitcoin blocks.",0.0
2024-08-30,"According to Odaily, Bitcoin liquidity layer Uniquid Layer has announced that it has successfully secured funding from several investment institutions, including Amber Group, DWF Labs, and ArkStream Capital. Alongside this financial support, Uniquid Layer has also introduced a new BTC staking product.","Uniquid Layer has successfully secured funding from Amber Group, DWF Labs and ArkStream Capital. Unliquid Layer has also introduced a new BTC staking product. Un Liquidity Layer is a Bitcoin liquidity layer. UnLiquidity Layer has been funded by Amber Group and Arkstream Capital.",0.9995775818824768
2024-08-30,"According to Odaily, Lin Chen, Deribit's Head of Business for the Asia-Pacific region, announced on X that a significant BTC options transaction took place today. A user purchased 150 BTC call options with a strike price of $65,000, set to expire on November 8, the day after the US election. The premium paid for these options was $625,000. The user is bullish on BTC, anticipating positive news around the election period. For the options to be profitable, BTC's price must exceed $69,700 at expiration.","A significant BTC options transaction took place today. A user purchased 150 BTC call options with a strike price of $65,000, set to expire on November 8, the day after the US election. The premium paid for these options was $625,000. The options must exceed $69,700 at expiration.",0.0
2024-08-30,"According to PANews, the amount of Bitcoin stored on cryptocurrency exchanges has reached a new supply low, which could serve as a catalyst for Bitcoin to successfully retest and surpass the $60,000 mark. In an analyst report on August 29, CryptoQuant contributor Gaah emphasized that the decrease in Bitcoin reserves on exchanges this year might indicate reduced selling pressure. If demand continues to grow, this could be favorable for a bull market.CryptoQuant data reveals that Bitcoin reserves on exchanges have decreased by approximately 12.9% since January 1, with the total Bitcoin reserves across all major cryptocurrency exchanges standing at 2.62 million BTC. Gaah reiterated that the transfer of Bitcoin to cold wallets typically signifies that investors are committed to holding the asset long-term and are optimistic about its price potential. The increase in long-term Bitcoin holders is expected to make the market more resilient and less prone to large-scale panic selling.",The amount of Bitcoin stored on cryptocurrency exchanges has reached a new supply low. Bitcoin reserves on exchanges have decreased by 12.9% since January 1. The transfer of Bitcoin to cold wallets indicates that investors are committed to holding the asset long-term and optimistic about its price potential.,-0.9983844757080078
2024-08-30,"On Aug 30, 2024, 03:12 AM(UTC). According to Binance Market Data, Bitcoin has dropped below 59,000 USDT and is now trading at 58,969.410156 USDT, with a narrowed 0.22% decrease in 24 hours.","Bitcoin has dropped below 59,000 USDT and is now trading at 58,969.410156 USDT, with a narrowed 0.22% decrease in 24 hours. Bitcoin is trading on Binance Market Data at 03:12 AM(GMT).",-0.9981269240379333
2024-08-30,"According to PANews, the Chicago Board Options Exchange (Cboe) has submitted revised applications for listing Bitcoin and Ethereum ETF options to regulatory authorities, as per regulatory filings dated August 28. The filings indicate that Cboe aims to list options based on ETFs issued by asset management firms such as Fidelity, 21Shares, Invesco, VanEck, Grayscale, Bitwise, BlackRock iShares, and Valkyrie. The proposed rule changes would classify cryptocurrency spot ETFs alongside commodity-based ETFs like the Goldman Sachs Physical Gold ETF and the iShares Silver Trust as 'securities suitable for options trading.' Previously, Nasdaq announced on August 27 its plans to list Bitcoin options tied to the CME CF Bitcoin Real-Time Index (BRTI). Earlier this month, both the New York Stock Exchange (NYSE) and Nasdaq withdrew four Bitcoin options listing applications submitted to the U.S. Securities and Exchange Commission (SEC). Additionally, on August 8, Cboe retracted an earlier application for listing Bitcoin ETF options. Bloomberg has projected that Bitcoin spot options will be available by the fourth quarter of this year.",The Chicago Board Options Exchange (Cboe) has submitted revised applications for listing Bitcoin and Ethereum ETF options to regulatory authorities. The proposed rule changes would classify cryptocurrency spot ETFs as'securities suitable for options trading.' Nasdaq announced on August 27 its plans to list Bitcoin options tied to the CME CF Bitcoin Real-Time Index (BRTI). The New York Stock Exchange,0.0
2024-08-30,"According to PANews, Bitcoin ATMs are rapidly increasing in Australia, making it the fastest-growing market for these machines and raising questions about the demand for this controversial service. Data from Coin ATM Radar indicates that the United States holds the majority of the market with approximately 32,000 cryptocurrency ATMs, followed by Canada with around 3,000. Australia ranks third with nearly 1,200 cryptocurrency ATMs, a significant rise from just 73 machines two years ago. More ATMs are currently under construction. In an August call with analysts, Brandon Mintz, CEO of the US-based Bitcoin Depot Inc., stated that the company has over 200 cryptocurrency ATMs awaiting regulatory approval for deployment in Australia. Coin ATM Radar's data shows that Australia's recent growth in cryptocurrency ATMs leads globally. Operators argue that these ATMs promote financial inclusion by providing convenient access to cryptocurrencies. However, critics highlight risks such as money laundering and potential fraud leading to user losses. Countries like the UK and Singapore have banned these ATMs, while Germany is actively cracking down on them.","Australia is the fastest-growing market for Bitcoin ATMs. The US holds the majority of the market with 32,000 ATMs, followed by Canada with around 3,000 and Australia with nearly 1,200 ATMs two years ago. The UK and Singapore have banned these ATMs and Germany is actively cracking down on them.",0.0
2024-08-30,"According to CoinDesk: Bitcoin (BTC) attempted to regain momentum once again during Thursday's U.S. trading session, with the price falling below $59,000 after briefly climbing above $61,000. Despite the dip, BTC managed to hold onto a 0.6% gain over the past 24 hours, in line with the broader market, as reflected by the CoinDesk 20 Index. However, Ether (ETH) faced slight pressure, down 0.5%, just above the $2,500 mark.The day’s most significant losses were seen in artificial intelligence-focused cryptocurrencies, which tumbled following a sharp decline in Nvidia's (NVDA) stock. Nvidia, a leading chipmaker, saw its shares drop by 6.4% after releasing its quarterly earnings report on Wednesday evening. This decline weighed heavily on AI-related tokens, with Render (RNDR), Artificial Superintelligence Alliance (FET), and Bittensor (TAO) all falling between 7% and 10%. U.S. equities also struggled, with early gains evaporating by late afternoon. The tech-heavy Nasdaq led the retreat, dropping 0.3% after being up more than 1.5% earlier in the day.Crypto bulls needed to push Bitcoin’s price past $61,000—above critical short-term moving averages on the 4-hour chart—to have a meaningful chance of rallying toward the upper end of its recent range. The current price action suggests that the crypto market is likely headed for more consolidation as the recovery from early August’s dip below $50,000 continues to lose steam. Since reaching an all-time high of $73,000 in March, Bitcoin has been stuck in a downtrend, consistently making lower and lows.","Bitcoin's price fell below $59,000 during Thursday's U.S. trading session. Bitcoin has been stuck in a downtrend since reaching an all-time high of $73,000 in March. The day's most significant losses were seen in artificial intelligence-focused cryptocurrencies, which tumbled following a sharp decline in Nvidia's stock.",-0.9980019927024841
2024-08-29,"Since 2019, the cash-to-crypto industry—which is dominated by crypto ATMs—has processed at least $160 million in illicit volumes, according to a new study by blockchain analytics firm TRM Labs."," at least $160 million in illicit volumes since 2019, according to a new study by TRM Labs. The cash-to-crypto industry is dominated by crypto ATMs.    has processed at least  $160m in illicit volume since 2019.",0.0
2024-08-29,"El Salvador now holds $400 million in its ""public wallet alone,"" President Nayib Bukele said in an interview with TIME.","El Salvador now holds $400 million in its public wallet alone, President Nayib Bukele said in an interview with TIME. The country has $1.5 billion in its ""public wallet alone"" on its public bank account alone, according to the president.",0.0
2024-08-29,"According to Cointelegraph, TeraWulf, the world’s sixth-largest Bitcoin mining firm, is set to launch a new Bitcoin mining facility at the beginning of September. Nazar Khan, co-founder and chief operating officer of TeraWulf, confirmed that the new 2-megawatt WULF Den facility, featuring a liquid-cooled design, will be operational next month. The facility's expedited launch was facilitated by constructing it within an existing structure. This launch precedes the milestone 20-megawatt facility, which is expected to go live before the end of 2024. TeraWulf is also exploring potential partnerships with major tech companies, including members of the Magnificent Seven, which comprises top-performing tech stocks such as Alphabet, Amazon, Apple, Meta, Microsoft, Nvidia, and Tesla. Khan mentioned that discussions are not limited to these companies but extend to the broader tech sector. The goal is to find a customer and partner capable of utilizing significant computing power, with potential partners including data centers or large artificial intelligence firms. On the financial front, TeraWulf is noted for being one of the most profitable Bitcoin miners on a per-share basis. The company spends approximately $40,000 in production costs to mine one Bitcoin. Khan emphasized that their strategy focuses on producing Bitcoin at the lowest possible cost and selling it daily to capitalize on the profitable spread. This approach contrasts with Marathon Digital Holdings, the world’s largest Bitcoin miner, which follows a “full hodl” strategy, holding onto Bitcoin as a strategic reserve asset. Marathon recently raised $250 million to purchase more Bitcoin, adding $100 million worth of BTC to its reserves in July.","TeraWulf, the world's sixth-largest Bitcoin mining firm, is launching a new 2-megawatt WULF Den facility next month. TeraWulf is exploring potential partnerships with tech companies, including members of the Magnificent Seven. The company spends $40,000 in production costs to mine one Bitcoin.",0.0
2024-08-29,"According to Odaily, monitoring by Trader T revealed that the Grayscale Bitcoin Mini Trust (BTC) experienced its first-ever outflow since its inception. The net outflow amounted to $8.77 million, equivalent to 147 BTC.","The Grayscale Bitcoin Mini Trust experienced its first-ever outflow since its inception. The net outflow amounted to $8.77 million, equivalent to 147 BTC, according to Trader T's monitoring by Trader T. The outflow was equivalent to $1.7 million.",-0.9798784255981445
2024-08-29,"On Aug 29, 2024, 15:16 PM(UTC). According to Binance Market Data, Bitcoin has crossed the 61,000 USDT benchmark and is now trading at 61,018.070313 USDT, with a narrowed 3.84% increase in 24 hours.","Bitcoin has crossed the 61,000 USDT benchmark and is now trading at 61,018.070313 USDT, with a narrowed 3.84% increase in 24 hours. Bitcoin is trading on Binance Market Data at 15:16 PM(UTC).",0.9996339082717896
2024-08-29,"According to BlockBeats, Curve Finance founder Michael Egorov has officially confirmed his attendance at the BTC Eco Summit, which will be held during Token2049 in Singapore. The summit is scheduled for September 18-19 at the main venue of Token2049. The BTC Eco Summit is jointly initiated by BTC Layer2 leading project BEVM and BitcoinMagazine's investment fund UTXO. The event aims to share and showcase the comprehensive development of the Bitcoin ecosystem. Discussions will focus on Bitcoin technology innovation, Bitcoin hash rate RWA, BTC staking, and BTCFi, among other topics. The summit will explore the future prospects and opportunities within the Bitcoin ecosystem.","The BTC Eco Summit will be held during Token2049 in Singapore on September 18-19th at the main venue. The summit is jointly initiated by BTC Layer2 and BitcoinMagazine's investment fund UTXO. Discussions will focus on Bitcoin technology innovation, Bitcoin staking, and BTCFi.",0.0
2024-08-29,"According to Odaily, CryptoQuant analyst Joao Wedson has observed a positive correlation between altcoins and Bitcoin, indicating that these cryptocurrencies have been following Bitcoin's price trends in recent days. This behavior reflects market consistency, with altcoins moving in sync with Bitcoin, showcasing investor confidence in the overall market.Historically, when the average altcoin correlation tends to negative values, it has been a warning signal for Bitcoin and the entire market. This negative correlation usually occurs when altcoins significantly outperform Bitcoin, often preceding a decline in Bitcoin's price, necessitating caution among investors. This phenomenon was clearly observed in January, June, and July 2024, when altcoins outperformed Bitcoin, followed by a market 'sell-off,' particularly affecting Bitcoin.Currently, altcoins such as BNT, AXS, LINK, ALGO, and ADA exhibit the highest correlation with Bitcoin. Conversely, altcoins like DASH, CRV, DYDX, BNB, and ALICE show the lowest correlation levels, indicating more independent movements from Bitcoin. However, overall, all these altcoins still display a positive correlation, suggesting that despite individual differences, they all follow Bitcoin's trends. This behavior reinforces the view that the market is currently aligned with Bitcoin's movements, which may indicate short-term stability but also necessitates ongoing vigilance to identify potential deviations that could signal higher risks.","Joao Wedson has observed a positive correlation between altcoins and Bitcoin's price trends in recent days. The average altcoin correlation tends to be negative when altcoins significantly outperform Bitcoin. In January, June, and July 2024, altcoins outperformed Bitcoin, followed by a market'sell-off, affecting Bitcoin.",0.9994660019874573
2024-08-29,"According to PANews, Whale Alert has reported that a dormant Bitcoin address containing 100 BTC was activated on August 29 at 15:42 Beijing time. This address had been inactive for 11.4 years. The value of the Bitcoin in this address was approximately $14,202 in 2013. As of now, the value has surged to $5.96 million.","A dormant Bitcoin address containing 100 BTC was activated on August 29 at 15:42 Beijing time. The value of the Bitcoin in this address was approximately $14,202 in 2013. Now, the value has surged to $5.96 million. The address had been inactive for 11.4 years.",0.999137282371521
2024-08-29,"According to Foresight News, Bitcoin mining company Iris Energy (IREN) has released its financial report, revealing a record annual revenue of $184 million from Bitcoin mining. This marks a significant 144% increase compared to the $75.5 million earned in the fiscal year 2023. The company's hashrate has also doubled, rising from 5.6 EH/s to 10 EH/s. Additionally, Iris Energy achieved a historic high in mining output, producing 4,191 BTC, up from 3,259 BTC in the previous fiscal year.","Iris Energy has recorded a record annual revenue of $184 million from Bitcoin mining in the fiscal year 2023. Iris Energy produced 4,191 BTC in the previous fiscal year, up from 3,259 BTC the previous year. Iris energy's hashrate has also doubled.",0.9997166991233826
2024-08-29,"On Aug 29, 2024, 11:32 AM(UTC). According to Binance Market Data, Bitcoin has crossed the 60,000 USDT benchmark and is now trading at 60,002.578125 USDT, with a narrowed narrowed 0.01% decrease in 24 hours.","Bitcoin has crossed the 60,000 USDT benchmark and is now trading at 60,002.578125 USDT, with a narrowed narrowed 0.01% decrease in 24 hours. Bitcoin is trading on August 29, 2024, 11:32 AM(UTC).",0.9971058964729309
2024-08-29,"According to Cointelegraph, Warren Buffett’s Berkshire Hathaway has reached a valuation close to the entire Bitcoin (BTC) market after surpassing $1 trillion. On August 28, Berkshire Hathaway’s stock, BRK.A, rose by 0.75%, pushing its valuation above the trillion-dollar mark. The stock has rallied over 29% in 2024, outperforming the S&P 500 index’s 17% rise but trailing Bitcoin’s 31% gains in the same period. As of August 29, Bitcoin’s market cap stands at $1.18 trillion. Despite Warren Buffett’s well-known aversion to cryptocurrencies, Berkshire Hathaway’s performance in 2024 has nearly matched Bitcoin’s. The company has achieved significant profits through its diverse portfolio, which includes businesses in insurance, energy, manufacturing, retail, and services. These segments delivered $22.8 billion in profit during the first half of the year, marking a 26% increase compared to last year. Notable portfolio winners include BNSF Railway, Geico car insurance, Berkshire Hathaway Energy, Dairy Queen, Brooks running shoes, Ginsu knives, and the World Book encyclopedia. Berkshire Hathaway also holds a major stake in Apple, although it sold half of its holdings earlier this year. As of June 30, the firm holds $276.9 billion in cash and cash equivalents, primarily in US Treasury bills. Despite Bitcoin’s growing relevance as a financial asset, especially following the launch of Bitcoin spot exchange-traded funds (ETF) in the US in January, Buffett has no plans to redirect his cash holdings to Bitcoin. Historically, Berkshire Hathaway stock has underperformed Bitcoin, dropping 99.98% since its 2011 peak versus BTC/USD. According to the Nakamoto Portfolio simulator, incorporating even just 1% Bitcoin into Berkshire Hathaway’s existing portfolio could have boosted returns from around 185% to 207% on a five-year adjusted timeframe. Allocating 5%–10% of the portfolio to Bitcoin could have achieved returns of 130.97-279.64% for Buffett in the same period.",Warren Buffett's Berkshire Hathaway has reached a valuation close to the entire Bitcoin market after surpassing $1 trillion mark on August 28th. Bitcoin's market cap stands at $1.18 trillion. Warren Buffett has no plans to redirect his cash holdings to Bitcoin. Bitcoin has underperformed Bitcoin since its 2011 peak.,0.9987868666648865
2024-08-29,"According to Odaily, retail banking company NCR Atleos has integrated LibertyX to support Bitcoin withdrawals at its ATMs. The bank operates more than 30,000 ATMs, providing extensive access for users to withdraw Bitcoin directly.","NCR Atleos has integrated LibertyX to support Bitcoin withdrawals at its ATMs. The bank operates more than 30,000 ATMs and allows access for users to withdraw Bitcoin directly from LibertyX-enabled ATMs, according to Odaily's report.",0.0
2024-08-29,"On August 29, Grayscale made a significant transfer of approximately 1,577.384 Bitcoin (BTC) to two unmarked addresses, according to monitoring data from Arkham. ","Grayscale transferred 1,577.384 Bitcoin (BTC) to two unmarked addresses on August 29, according to monitoring data from Arkham. Grayscale made a significant transfer of approximately 1.5 million Bitcoin (BCT) on the same day. ",0.0
2024-08-29,"According to Odaily, recent market analysis by Lookonchain highlights five key indicators to assess whether Bitcoin has reached its peak. These indicators provide insights into the current valuation and potential future movements of Bitcoin (BTC). Here are the details of each indicator: The Rainbow Chart is a long-term valuation tool that uses logarithmic growth curves to predict BTC's potential future price trends. The new Bitcoin Rainbow2023 chart indicates that BTC is still relatively inexpensive. The Relative Strength Index (RSI) is another crucial indicator. An RSI value of 70 or above suggests that BTC is overbought and may soon decline, while a value of 30 or below indicates that BTC is oversold and may soon rise. Currently, the RSI stands at 61.87, suggesting that BTC has not yet reached its peak compared to previous data. The 200-Week Moving Average Heatmap shows the current price point as blue, indicating that the price peak has not yet been reached. This suggests that it is a good time to hold and buy BTC. The Cumulative Value Days Destroyed (CVDD) metric shows that when BTC's price touches the green line, it is undervalued, indicating a good buying opportunity. The current CVDD suggests that BTC's peak has not yet been reached. Lastly, the Yearly Moving Average Multiplier shows BTC's price between the red and green lines. Since it has not yet touched the red line, it indicates that the market has not peaked. These indicators collectively suggest that Bitcoin has not yet reached its peak, providing a favorable outlook for potential investors.","According to a market analysis by Lookonchain, Bitcoin has not yet reached its peak and is still relatively inexpensive. The current RSI stands at 61.87. The 200-Week Moving Average Heatmap shows the current price point as blue. The Cumulative Value Days Destroyed (CVDD) metric shows that when BTC's price touches the green line, it is under",0.0
2024-08-29,"According to CoinDesk, Bitcoin has brought significant benefits to El Salvador, including branding, investments, and tourism, as stated by President Nayib Bukele in a TIME Magazine interview. Despite these advantages, Bukele acknowledged that Bitcoin has not yet achieved the widespread adoption he had hoped for in the country. Under Bukele's leadership, El Salvador adopted Bitcoin as legal tender and began purchasing it as a treasury asset in 2021. Bukele described the initiative as 'net positive,' though he admitted that the adoption rate has fallen short of expectations. He expressed optimism about the potential for improvements, emphasizing that the initiative has not resulted in any negative outcomes. Bukele highlighted that El Salvador has benefited in multiple ways from its Bitcoin-friendly stance, while the risks warned by institutions like the IMF have not materialized. He noted that the country has gained significant branding, attracted investments, and boosted tourism. Bukele believes that the positive outcomes outweigh the negative, and the issues raised are relatively minor. El Salvador became the first nation to purchase Bitcoin as a treasury asset in September 2021 and adopted it as legal tender the same year. The country also announced plans to issue bonds backed by Bitcoin mined locally and introduced a citizenship through investment scheme for foreigners who donate to the government. Bukele emphasized that El Salvador was a 'first mover' in this space, and now Wall Street companies are offering numerous Bitcoin-related investment products. Additionally, Bitcoin is playing a significant role in the U.S. presidential election this year. El Salvador has accumulated a substantial amount of Bitcoin through direct purchases and its citizenship program. Bukele mentioned that the country holds about $400 million in Bitcoin in its public wallet alone. He concluded by stating, 'I'm not going to say it's the currency of the future, but there's a lot of future in that currency.'","El Salvador's President Nayib Bukele believes Bitcoin has brought significant benefits to El Salvador, including branding, investments and tourism. El Salvador adopted Bitcoin as a treasury asset in September 2021 and adopted it as legal tender the same year. El Salvador has accumulated about $400 million in Bitcoin in its public wallet.",0.9996860027313232
2024-08-29,"According to PANews, Bitcoin mining difficulty experienced an adjustment at block height 858,816 on August 28, 2024, at 22:31:55. The mining difficulty increased by 2.99%, reaching 89.47 T. Currently, the average network hash rate stands at 647.90 EH/s.","The Bitcoin mining difficulty increased by 2.99%, reaching 89.47 T. Currently, the average network hash rate stands at 647.90 EH/s. The mining difficulty was adjusted at block height 858,816 on August 28, 2024, at 22:31:55.",0.999626874923706
